2.464044419740685399e+01,2.164246692093616176e+01,3.203914186790397878e+01,2.023972440995571276e+01,-8.993932301740922952e+00,2.219609241274829614e+01,-1.320216005532751780e+01,3.206222085278681533e+01,4.026453491687142505e-01,-1.938761693143883580e+00
5.324198098130198531e+01,4.727703069351459675e+01,6.574253985053339022e+01,4.670637312061338520e+01,-1.789485084294204142e+01,3.750167522272502652e+01,-1.960682436320454514e+01,6.574722829315005868e+01,2.974319869338791777e-01,-2.063650865253495059e+00
4.183330604463523450e+00,5.109426952409814149e+00,4.945159292890005887e+00,2.495405621950189445e+00,2.778289022282694809e+00,2.285485935724427708e+00,-5.063774950969324173e+00,5.383348316081423057e+00,3.825029018178360829e-01,-8.970713615004525243e-01
4.108005739468222117e+00,2.170204444081746953e+00,7.404596532056407554e+00,2.749216313525845390e+00,-5.813403955279393465e+00,9.889772269542444150e+00,-4.076368333645395303e+00,7.417323619182363714e+00,8.026071896492741331e-01,-2.167940891722462293e+00
1.560486878905018848e+01,1.253191773653635366e+01,1.394365396138608304e+01,2.033903498635515561e+01,-9.218853333694756458e+00,-4.983644926329085401e+00,1.420249826218708833e+01,2.035472393094480736e+01,4.144926073993919213e-01,2.271148249682890974e+00
1.059612134019434819e+02,9.288713421405189763e+01,1.260572852769712284e+02,9.893922195975092393e+01,-3.922223679367437654e+01,6.028821212158732834e+01,-2.106597489399633361e+01,1.260572852769712284e+02,2.650157523254936809e-01,-2.282908389752595468e+00
1.281510242401238031e+02,1.185363565258224270e+02,1.422728364512039434e+02,1.236438832970815866e+02,-2.884400395724659205e+01,4.236542856491060860e+01,-1.352142468334507619e+01,1.422728364512039434e+02,1.676680575788981054e-01,-2.312783999004776270e+00
4.308121764671282250e+01,3.841171194001243094e+01,5.290221385258406173e+01,3.792972784992669943e+01,-1.400851786260464671e+01,2.946298888744217237e+01,-1.545447085349706562e+01,5.291274253583761578e+01,2.951923253488545340e-01,-2.057897624552830873e+00
2.162835529108773258e+01,1.888646887944927499e+01,2.872937416328628046e+01,1.726922340516888355e+01,-8.225659571960930450e+00,2.130305581446106444e+01,-1.307739621012509090e+01,2.877118090871450917e+01,4.313778729965952463e-01,-1.914482270563846011e+00
1.181068638329019649e+02,1.069251732694147847e+02,1.349326202596023734e+02,1.124628004766633609e+02,-3.354507177992394418e+01,5.047726326887683257e+01,-1.693219133415347599e+01,1.349326202596023734e+02,2.117230489433978013e-01,-2.299323342627428879e+00
4.350057034620800955e+00,3.261509579683385951e+00,7.054706561141918186e+00,2.733955027960847328e+00,-3.265642423092454560e+00,8.113948489098808281e+00,-4.848306063444132619e+00,7.215996874738200617e+00,7.527200032958374365e-01,-1.868381771691695725e+00
5.899979925993720542e+01,5.225465175737809176e+01,7.311057223325673249e+01,5.163417453641397259e+01,-2.023544198670866479e+01,4.233231618009742903e+01,-2.209687433743375351e+01,7.311057223325673249e+01,2.993968121543869043e-01,-2.060610702851267906e+00
5.166183279923575178e-01,5.096643451744324871e-01,6.311685586564103057e-01,4.090220501014615317e-01,-2.086192510075947706e-02,3.436507154668042574e-01,-3.227887889317093140e-01,7.010791793976300923e-01,8.537309756716035536e-02,-8.583780898274183668e-01
1.560493044119374773e+01,1.253198059075518422e+01,1.394372604608946808e+01,2.033908500389409824e+01,-9.218849727509192959e+00,-4.983613628692127762e+00,1.420246335836174012e+01,2.035477555046409748e+01,4.144909349661490272e-01,2.271149801049703765e+00
1.181057196499407667e+02,1.069239191943051139e+02,1.349318175004834188e+02,1.124614247619570051e+02,-3.354540145671753493e+01,5.047828754118835803e+01,-1.693288592963785177e+01,1.349318175004834188e+02,2.117288567236881858e-01,-2.299317999801487211e+00
5.760100974546431019e+01,5.108749074242733457e+01,7.135052194114567214e+01,5.036501722668132430e+01,-1.954055653700812201e+01,4.124853447842778564e+01,-2.170797797539330176e+01,7.135052194114567214e+01,2.992455584721565032e-01,-2.054453972360097858e+00
4.095898210992252331e+01,3.639891285458036663e+01,5.032622308528172539e+01,3.615181113400078772e+01,-1.368020856354233672e+01,2.810172287977898264e+01,-1.442151422410761619e+01,5.034027265096339221e+01,2.979246372020955547e-01,-2.072383212102864469e+00
2.117047558845454702e+01,1.851118262853009355e+01,2.823580539656914823e+01,1.676443933133367636e+01,-7.977879281138596568e+00,2.119598865190409498e+01,-1.321810933892096607e+01,2.827141634519957947e+01,4.363022372552927131e-01,-1.901126530465268916e+00
3.905088565212530227e+00,2.011053335614585880e+00,7.125479781690429171e+00,2.578732650476577959e+00,-5.682105762131824278e+00,9.661173575156924542e+00,-3.979067818531266010e+00,7.131267131418181471e+00,8.071612941460457602e-01,-2.167703556980275170e+00
1.560487442991462359e+01,1.253192465133704303e+01,1.394365310614329445e+01,2.033904584938966309e+01,-9.218849511886780590e+00,-4.983664414653179442e+00,1.420251392870346052e+01,2.035473447692168136e+01,4.144923489161778107e-01,2.271147905675855228e+00
3.926389725331578262e+00,4.833466728785632327e+00,4.646613763030894795e+00,2.299088708594743125e+00,2.721231028581590827e+00,2.160672011436111539e+00,-4.881903023165073741e+00,5.087511802828100116e+00,3.823451979833332182e-01,-8.916536310687168676e-01
9.681745695836250221e+00,6.605806498548747463e+00,1.495824250500483288e+01,7.481188351145653392e+00,-9.227817815275896507e+00,1.582949005718259983e+01,-6.601672242356456444e+00,1.499166862009594681e+01,5.400243217843579968e-01,-2.159577758383012469e+00
1.181046035489443540e+02,1.069227135157645421e+02,1.349310174079277260e+02,1.124600822300591432e+02,-3.354567018978409720e+01,5.047923556732299488e+01,-1.693356522267613329e+01,1.349310174079277260e+02,2.117344467659049434e-01,-2.299312437085542005e+00
4.860237941921361937e+00,5.942434918461022342e+00,5.720968907969875339e+00,2.917310089927087180e+00,3.246590860575901072e+00,2.582192726946091366e+00,-5.828783571151175735e+00,6.223347731531106319e+00,4.117447810434192723e-01,-7.421922987606301980e-01
2.335487313558854972e+00,7.923761676332349291e-01,4.933665671337468694e+00,1.280420172219920438e+00,-4.629333495575174595e+00,7.794534977488382310e+00,-3.165201489760311127e+00,4.937360773998284103e+00,8.873076427064793270e-01,-2.166712559620926903e+00
1.560494134469922756e+01,1.253194920909171017e+01,1.394371045612401083e+01,2.033916468596544291e+01,-9.218976582920753060e+00,-4.983693109002833133e+00,1.420266969409237845e+01,2.035484772015266941e+01,4.144939627264253579e-01,2.271150075491048970e+00
2.701291555365432373e+01,2.418366756964326569e+01,3.443229684233599386e+01,2.242278293992947624e+01,-8.487744509275874094e+00,2.225814323711570708e+01,-1.377039867497153480e+01,3.444823596361687379e+01,3.735374889118103225e-01,-1.912106541325582665e+00
5.385235878431637246e+01,4.780812399217069952e+01,6.654473594027882655e+01,4.720421704149426745e+01,-1.813270422545748062e+01,3.807713013130481272e+01,-1.994442589526924792e+01,6.654758294574135391e+01,2.983411368905483085e-01,-2.061175219828978999e+00
1.061200951342342904e+02,9.310206309302088812e+01,1.261554646964235644e+02,9.910275873165025473e+01,-3.905409527727441343e+01,6.010610541376373561e+01,-2.105200969435386682e+01,1.261554646964235644e+02,2.639418854734275621e-01,-2.281531325529892573e+00
3.843945127096993986e+00,2.906369393443000160e+00,6.200733073598338585e+00,2.424732965775034277e+00,-2.812727248120928003e+00,7.070363760583220802e+00,-4.257636511605545238e+00,6.351647191662030068e+00,6.640259182254314441e-01,-1.735607638913898576e+00
4.364759789923389377e+01,3.895795059962857465e+01,5.355424795932676574e+01,3.843059588564816664e+01,-1.406894276686082534e+01,2.971995051107570518e+01,-1.565100756871509446e+01,5.356481342658543809e+01,2.935341336634638143e-01,-2.055850670379637535e+00
2.185451119779106932e+01,1.904734132154226245e+01,2.902132407791787472e+01,1.749486873970429812e+01,-8.421509906774655718e+00,2.150043784856073614e+01,-1.307892790544993034e+01,2.905999409487534635e+01,4.308594055383558330e-01,-1.918570935697094804e+00
1.560468902749099307e+01,1.253180354645818007e+01,1.394346852958493166e+01,2.033879532361687126e+01,-9.218656619348710279e+00,-4.983661937158398558e+00,1.420231855866252246e+01,2.035449018354386297e+01,4.144902293159574147e-01,2.271145928896995070e+00
1.282912189099230034e+02,1.186718054783749068e+02,1.423903451481324396e+02,1.238115097931134585e+02,-2.885824119288344036e+01,4.229737039293324585e+01,-1.343912928900731352e+01,1.423903451481324396e+02,1.673699980508802088e-01,-2.314328243132507179e+00
5.928414056415049060e+01,5.251243391943713590e+01,7.344200929730777716e+01,5.189797922686301490e+01,-2.031511933803752257e+01,4.247360331965028024e+01,-2.215848413867525224e+01,7.344200929730777716e+01,2.989701087807993818e-01,-2.060939502003948931e+00
4.530567068746957027e+00,3.382059806644102995e+00,7.314843200329345763e+00,2.894798269832817628e+00,-3.445521847638543189e+00,8.352828271011851768e+00,-4.907306432022306986e+00,7.479834446518534463e+00,7.492986278531637012e-01,-1.876950762739677758e+00
5.166260244888674080e-01,5.096741886848702441e-01,6.311766250390808963e-01,4.090272296992086831e-01,-2.085548406106004643e-02,3.436518251243138034e-01,-3.227963396286951947e-01,7.010934581928632836e-01,8.537580041326628399e-02,-8.583964092525204759e-01
5.290676063022334574e+01,4.701030375062174471e+01,6.528251871710857301e+01,4.642746007302878297e+01,-1.768937062477031574e+01,3.712727302214248937e+01,-1.943790239027348932e+01,6.528732639460397991e+01,2.963397456966895271e-01,-2.062288294534362354e+00
1.560493221468188096e+01,1.253197704200629481e+01,1.394373558797090062e+01,2.033908433122692827e+01,-9.218865694220150786e+00,-4.983590323508352959e+00,1.420245601988874107e+01,2.035477472211017158e+01,4.144913140815250086e-01,2.271150535158140915e+00
2.411393223870013713e+01,2.118938423439652396e+01,3.144231027043698390e+01,1.971010288913538488e+01,-8.773644489605972652e+00,2.198513336180749889e+01,-1.321148881077664861e+01,3.147201481499977049e+01,4.065347035669361619e-01,-1.926266258668388298e+00
1.059619513002898259e+02,9.288806993967484971e+01,1.260577152804215331e+02,9.894006992574769299e+01,-3.922164331165984663e+01,6.028728843658895187e+01,-2.106564469101657266e+01,1.260577152804215331e+02,2.650106777682218473e-01,-2.282906847878085621e+00
