1.608418963065979028e+02,1.340083118937706388e+02,1.093417714599332485e-02,3.469168685504554501e-03,3.265817236928753253e+00,4.171265515110539113e+00,5.407183158208346718e+00,1.784303976090837907e+01,3.988346532071023631e+01,3.543741190537939900e+01,4.903333367730537873e+01,3.517965095304622736e+01,-1.333816092619511551e+01,2.744960528717271586e+01,-1.411144424855137025e+01,4.905168340788376469e+01,2.959806468296160564e-01,-2.073977095308091378e+00
1.362976049553980999e+02,4.702378647318063543e+01,9.259072951522121647e-03,3.702139447419833078e-04,8.832276169493177287e-01,5.383630017180253136e-01,1.196996972606259924e+00,8.131734810196913354e-01,1.181019889724316698e+02,1.069201025668027114e+02,1.349290781454341470e+02,1.124567887118804208e+02,-3.354565930854165856e+01,5.048126151238672321e+01,-1.693560204887238285e+01,1.349290781454341470e+02,2.117470505440853523e-01,-2.299287506009593862e+00
9.735408948424654341e+01,9.845269000243334290e+01,2.399760207581906266e-02,6.426121796815361005e-03,2.077672861336287813e+00,4.768863704315752905e+00,2.524144661469352346e+00,6.170886549156063161e+00,2.053346325774548475e+01,1.790749661906834334e+01,2.755748801520491753e+01,1.613540574348971646e+01,-7.877900364272484524e+00,2.107207353201117428e+01,-1.319417313199912556e+01,2.759590238686988428e+01,4.462472555117132922e-01,-1.893430612608516972e+00
1.222336589314750341e+02,1.207030639264542913e+02,6.635447736046022789e-03,3.307511634408817104e-03,1.039543395377163559e+00,2.036156546482540630e+00,1.023343654503924505e+00,2.368250970390561427e+00,3.766013973930151248e+00,2.859055830194296099e+00,6.081404627504291227e+00,2.357581525080359786e+00,-2.720874478479398562e+00,6.946171865237102949e+00,-4.225297389358734002e+00,6.233935767359733759e+00,6.644008338556357529e-01,-1.730294299915408951e+00
1.310389760487491344e+02,2.051433218748705940e+02,2.579984370156439624e-02,1.119078634018789856e-03,1.591812321897891902e+00,1.395513650901373248e+00,2.072047254079241174e+00,1.942061979941702932e+00,1.560478843906370550e+01,1.253187147427054882e+01,1.394362828134105925e+01,2.033886587883720054e+01,-9.218751070653436130e+00,-4.983480916601159549e+00,1.420223198942223775e+01,2.035456199037383840e+01,4.144955236606919224e-01,2.271144522351967954e+00
1.147192958692443057e+02,1.469579470372112553e+02,1.856486511556986255e-02,1.053169379094502645e-02,2.494481676346621324e+00,2.880074422659392397e+00,2.861291160736769257e+00,2.822882263157290073e+00,5.706711790267834772e+01,5.066976191779430394e+01,7.072160086778116295e+01,4.980999165013344054e+01,-1.919206747978731897e+01,4.096344666515476263e+01,-2.177137921553649136e+01,7.072160086778116295e+01,2.988921425470119075e-01,-2.046463423869130160e+00
1.427539640863173815e+02,8.626426320106683931e+01,0.000000000000000000e+00,5.496658419708462529e-02,2.125519081037432656e+01,4.667895835595937228e+02,2.399015688974239424e+01,4.779006042455746979e+02,4.626926606889150406e+01,3.961054528034329536e+01,5.583991042135320271e+01,4.335734407692739012e+01,-1.997616408213922057e+01,2.871193157288935893e+01,-8.735767770515577624e+00,5.583991042135320271e+01,3.714343961041545183e-01,-2.332054865046074177e+00
1.317153591007073601e+02,5.372498591470887419e+01,9.796921588394198049e-03,0.000000000000000000e+00,8.320017728970252602e-01,5.102354760861851357e-01,1.107399820358869080e+00,7.382935886697993277e-01,1.059619445955525237e+02,9.288814248823935316e+01,1.260576418032922419e+02,9.894005073950786766e+01,-3.922140555116292404e+01,6.028708812016808594e+01,-2.106568213497711639e+01,1.260576418032922419e+02,2.650096964875484074e-01,-2.282904251183156319e+00
1.143831822148495405e+02,1.458860179600920901e+02,1.827770631105563037e-02,1.137730685947469476e-02,2.689191076828238103e+00,7.244051379539219404e+00,3.352061246225575886e+00,1.015439048740300443e+01,5.719300110595922604e+01,5.077935838955677639e+01,7.079758517072517066e+01,5.000206048507709511e+01,-1.924092773344045426e+01,4.081375004818423236e+01,-2.157282235083683020e+01,7.079758517072517066e+01,2.984644486774210015e-01,-2.050574756250836739e+00
1.310388250584825300e+02,2.051432043068857070e+02,2.580146370233032255e-02,1.119093170363163071e-03,1.591823375968906884e+00,1.395510367142764219e+00,2.072045141068539653e+00,1.942079919462247561e+00,1.560461741103424949e+01,1.253173097290172500e+01,1.394342475414629057e+01,2.033869682332719719e+01,-9.218659490723192462e+00,-4.983578414159551606e+00,1.420223790704732281e+01,2.035439267687618425e+01,4.144939496288828629e-01,2.271145345240561220e+00
