4.511691275736766537e-08,1.718253502207649143e-07,1.383703522510346673e-01,4.279359249481352045e-01,5.834396049441392380e-05,4.036086667870924264e-07,3.214773066331843237e-05,1.804946847011536188e-07,5.176346449639295717e-06,4.268925557823281476e-06,5.659336033771617284e-06,4.627100546915570827e-06,6.827970201919433409e-06,4.524607158694109383e-06,1.663632234056629870e-05,5.564671208327971170e-06,8.725642557591074475e-03,1.317694054427388057e-03
4.457800896731439825e-08,1.665915702081852292e-07,1.361327725465352745e-01,4.110874825302301416e-01,3.736503935774006122e-05,1.185810022310234740e-07,2.344895685430828088e-05,8.696349466240761216e-08,9.022288366655060912e-06,7.931850057085000410e-06,7.682781356110892786e-06,8.581557957198504696e-06,7.532184978897880333e-06,5.704298968344788388e-06,1.844395666245455902e-05,7.511555166860966214e-06,8.740659651936393340e-03,1.294727187932817603e-03
4.753072555125044391e-08,1.799867470831601241e-07,1.453086958177220445e-01,4.380192341346135776e-01,4.035303802917399193e-05,1.271529764881969875e-07,2.568679082690118528e-05,9.429138239001210169e-08,5.532206906176592404e-06,4.599997667018301111e-06,6.127646491399827269e-06,4.909759167989592604e-06,8.163941194579104590e-06,5.075678907894069737e-06,1.714089829401621690e-05,6.001210320728497024e-06,1.629032020987301183e-02,3.317621630317776470e-03
5.119077374468174294e-08,1.950539703800904356e-07,1.562382192717897689e-01,4.711020225958341134e-01,4.299302573969716418e-05,1.369287045755191629e-07,2.696720913002312802e-05,1.007574829352011312e-07,6.320315380602376548e-06,5.043506555151818195e-06,7.043210916894644632e-06,5.679117853669836025e-06,7.882251474073986478e-06,5.112631819799433391e-06,1.899264328397738672e-05,7.053547209080241907e-06,9.893785053864380397e-03,1.490697296983180915e-03
4.817255835003609615e-08,1.763164905201292429e-07,1.450635477848328803e-01,4.379055229497647583e-01,3.999670603230633044e-05,1.261490881239964932e-07,2.485346339893011305e-05,9.208709072076377867e-08,5.606135214634478117e-06,4.640314620767745954e-06,6.281829717359636480e-06,4.948844704901200188e-06,8.225959390928459878e-06,5.143920924207369001e-06,1.703270893874575705e-05,6.149830142690040728e-06,1.618220655408919920e-02,3.302367633089901312e-03
4.951115537229341235e-08,1.893901939663211158e-07,1.519740725073017162e-01,4.577945602681758319e-01,4.203491864806214551e-05,1.333597835438533109e-07,2.662894991503557033e-05,9.865309515544676240e-08,6.586493473006674512e-06,5.114000664170579254e-06,8.055515646288233031e-06,5.634546006646401577e-06,7.712888836449059639e-06,5.226824181284926664e-06,1.847109801846558719e-05,7.876617638299061850e-06,9.582524678725310580e-03,1.445712608854321816e-03
4.888548882653031033e-08,1.870935155861553313e-07,1.503903817262021714e-01,4.525904119603403886e-01,4.167947941969332829e-05,1.322156149390023026e-07,2.617847897920486957e-05,9.705247536488531987e-08,5.809715989067538934e-06,4.759740651248217614e-06,6.435008838978354701e-06,5.142177870470330351e-06,7.393115326426818528e-06,4.961783054013848372e-06,1.801766869088328513e-05,6.326219969228671373e-06,1.574357889235019486e-02,2.273269876842657147e-03
4.820540337084195628e-08,1.732261876057463831e-07,1.450583788174189814e-01,4.375631218464405281e-01,4.005865396482518557e-05,1.265260809551405067e-07,2.488761144883999620e-05,9.277382541597264724e-08,5.611651176415110430e-06,4.636546954363987275e-06,6.314292588846693765e-06,4.949291190552846340e-06,8.273691107366075052e-06,5.170000420418711984e-06,1.689965371748588339e-05,6.178511504077221901e-06,1.608615286944043224e-02,3.293688606495968809e-03
4.907386835291121266e-08,1.839241702787806793e-07,1.492579610550597846e-01,4.503859555820749483e-01,4.108602475614453491e-05,1.304572520786290385e-07,2.578924888068510036e-05,9.589375804571998692e-08,5.830676448381544339e-06,4.744154874644610528e-06,6.569072973479023844e-06,5.136014699941366685e-06,7.406352105542154604e-06,5.035080439213304241e-06,1.813155254862745786e-05,6.461236591481040527e-06,2.091279585677393443e-02,1.740334506789590176e-03
4.662977641118173108e-08,1.764103246154637614e-07,1.470480171324956564e-01,4.451321884126910877e-01,3.949651908926018530e-05,1.285116876415997262e-07,2.383319502195007321e-05,9.323926954844187070e-08,6.627646273181362789e-06,6.553626379913979363e-06,5.213538094525163443e-06,6.698084087146704264e-06,7.738241629160882903e-06,5.427535659590560678e-06,1.788600664042657923e-05,5.147113458751758398e-06,1.517458187572802430e-02,2.208188482504673620e-03
4.820540337084197613e-08,1.732261876057458007e-07,1.450583788174192590e-01,4.375631218464408057e-01,4.005865396482526011e-05,1.265260809551404537e-07,2.488761144883999281e-05,9.277382541597227667e-08,5.611651176415112124e-06,4.636546954363985580e-06,6.314292588846701388e-06,4.949291190552860739e-06,8.273691107366068276e-06,5.170000420418726384e-06,1.689965371748592744e-05,6.178511504077227830e-06,1.608615286944040448e-02,3.293688606495962304e-03
4.699303519176374342e-08,1.864885924191731787e-07,1.495533551769300251e-01,4.642295040312267584e-01,6.204482761718080580e-05,4.407726060705179537e-07,3.196721396535426481e-05,1.946518350248122671e-07,4.547715586947244665e-06,4.010141877528995072e-06,4.473056704007640305e-06,4.286722858841626850e-06,7.260912528447639057e-06,4.494360715313276424e-06,1.706756385381451104e-05,4.470973530422724034e-06,9.263356268887175046e-03,1.429009423664323207e-03
4.955320057671001005e-08,1.957001269773177509e-07,1.578532642825616339e-01,4.796251018083954043e-01,4.265236432789173932e-05,1.384475484565854587e-07,2.555107544172680953e-05,1.005316938718521388e-07,4.866662105475926210e-06,4.298938902006580090e-06,4.815784495220274195e-06,4.604383315265413594e-06,8.939930895534036167e-06,5.041239124972710774e-06,1.698336090066540106e-05,4.800300706322768930e-06,1.700498504467776867e-02,3.697324527805475203e-03
4.749059838503680159e-08,1.798985486972561246e-07,1.451957093596523141e-01,4.383894838624539658e-01,4.016690304855743575e-05,1.266578929766338325e-07,2.538395068513084216e-05,9.309180977474982176e-08,5.566977684480217032e-06,4.614108442957393216e-06,6.189092370891822166e-06,4.937291820767786781e-06,8.187991712673439265e-06,5.080662753620636501e-06,1.706811098700160539e-05,6.059980921559118968e-06,1.628588699634725759e-02,3.319003901705527577e-03
4.706200005103494092e-08,1.824019984241436358e-07,1.455887513990221926e-01,4.386082738724926267e-01,4.049149144324269077e-05,1.275488542452080172e-07,2.527988817331474407e-05,9.353975170222785986e-08,5.558930906139107724e-06,4.617747997673718360e-06,6.132793895639450954e-06,4.943987544487854701e-06,8.165777370166101140e-06,5.032771284139384280e-06,1.703402516950066595e-05,6.004245098486268010e-06,1.635310794802553522e-02,3.332444478654594203e-03
